id|Os_lang|Ru_lang|Source_File|File_mp3
2247|Хъӕр нал, фӕлӕ сырдты цӕгъдгӕ рацыд. Амардта сӕдӕ сӕдӕ ӕмӕ ӕрдзӕ сӕдӕ сырды. Ӕрӕмбырд сӕ кодта ӕмӕ сӕ ӕртӕ дихы кӕнын байдыдта.|И без шума — молча выслеживал он зверей, гонялся за ними и убивал их.  Сто раз по сто и еще столько же зверей убил он за этот день. Притащил он добычу и стал проворно раскидывать на три доли.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2248|Хӕмыц дис кӕны: «Дыууӕ ӕмбалы йедтӕмӕ куы нӕ стӕм, уӕд сӕ ӕртӕ дихы цӕмӕн кӕны? Ӕвӕццӕгӕн, йӕхицӕн дыууӕ хайы исынвӕнд кӕны! Ӕмӕ уый та куыд хъуамӕ уа? Ацал-ауал азы фӕцардтӕн, фӕцыдтӕн цӕуӕнты, фӕхаттӕн хӕтӕнты, ӕмӕ мыл ахӕм ӕфхӕрд куы никуыма ӕрцыди».|"«Что же это такое? — с тревогой подумал Хамыц.
— Нас здесь только двое, почему он делит добычу на три части? Наверно он хочет взять себе две части из трех! И как это будет? Сколько лет прожил я на свете, в скольких странах побывал, а никто не наносил мне подобной обиды!»"|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2249|"Хӕйттӕгонд куы фӕци лӕппу, уӕд дзуры Хӕмыцмӕ:
— Рацу ӕмӕ айс дӕ хистӕрӕггаг."|"Маленький охотник разделил всю добычу на три кучи и сказал Хамыцу:
— Подойди ближе, Хамыц, и выбери долю, которая по обычаю положена тебе, как старшему."|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2250|Хӕмыц ӕрбацыд ӕмӕ айста йӕ хистӕрӕггаг.|Взял Хамыц долю старшего.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2251|"Ноджы та йӕм дзуры:
— Ныр та ӕмбалы хай айс!"|"Тогда сказал ему маленький охотник:
— А теперь возьми долю, которая положена тебе по обычаю, как товарищу по охоте."|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2252|Хӕмыц та ӕмбалы хай дӕр айста.|Взял Хамыц и товарищескую долю.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2253|Уыйфӕстӕ лӕппу хӕрзбон загъта Хӕмыцӕн, йӕ хай йе ‘ккой баппӕрста, хуымӕллӕджы цъупп куыд баппарай, афтӕ, ӕмӕ араст ис сӕхимӕ.|И тут мальчик, вскинув на плечо свою долю, точно это была вязанка сухого хмеля, попрощался с Хамыцем и направился к себе домой.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2254|Хӕмыц цин куыннӕ кодтаид, мӕ фӕндаг хорз фӕци, зӕгъгӕ. Ныхъхъӕр кодта Нартмӕ: «Тулӕг кӕмӕ ис, уый тулӕджимӕ рацӕуӕд, бадӕн кӕмӕ ис, уый бадӕнимӕ рацӕуӕд, уыдон кӕмӕ не сты, уый та — фистӕгӕй, ӕмӕ ахӕссут уӕхицӕн сырдты мӕрдтӕ!»|"Обрадовался Хамыц богатой добыче и крикнул, обращаясь к нартам:
— У кого есть, что катится, тот пусть прикатит, у кого есть, что оседлать, пусть прискачет, у кого ни того ни другого нет, пусть пешком придет – забирайте туши зверей!"|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2255|Нарт ныххӕррӕтт кодтой ӕмӕ афснайдтой сырдты мӕрдтӕ сӕхимӕ.|Хлынули нарты на этот зов и быстро растащили по домам добычу.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2256|Хӕмыц чысыл куы ауади сӕхирдӕм, уӕд ӕрсагъӕс кодта: «Ныр мӕ Нарт куы фӕрсой, де ‘мбал чи уыд, зӕгъгӕ, уӕд сын цы зӕгъдзынӕн?»|Хамыц направился к дому, но по пути задумался: «А что, если нарты будут спрашивать: как зовут того, кто охотился вместе с тобой, как я отвечу?»|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2257|Фӕстӕмӕ раздӕхтис ӕмӕ лӕппуйы сурынтӕ байдыдта. Лӕппу куы ауыдта Хӕмыцы, уӕд йе ‘ргъом ӕрӕвӕрдта ӕмӕ ӕрлӕууыди.|Повернул Хамыц обратно и быстро пошел по следу маленького охотника. Тот, увидев, что Хамыц догоняет его, остановился, снял с плеча свою ношу и положил ее на землю.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2258|"Ӕрбаййӕфта йӕ Хӕмыц. Лӕппу йӕ фӕрсы:
— Цы кӕныс, цы дӕ ферох ис?"|"И когда подошел к нему Хамыц, спросил его маленький охотник:
— Что случилось с тобой? Или ты забыл что-либо?"|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2259|"Хӕмыц зӕгъы:
— Ныббар мын, чи дӕ, кӕмӕй дӕ, уымӕй дӕ кӕй нӕ бафарстон, уый."|"И ответил ему Хамыц:
— Ты прости меня за то, что я не спросил тебя, кто ты такой и откуда родом."|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2260|— Ӕз дӕн,— зӕгъгӕ, загъта гыццыл лӕг,— Донбеттыртӕй равзӕргӕ, мӕ мыггаг — Быцентӕй; цӕрӕм зӕххы бын.|— Происходим мы от Донбеттыров, — сказал маленький охотник. — Принадлежу я к роду Быцента, и живем мы под землей.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2261|— Уӕдӕ ма дын иу ныхас зӕгъын; чысыл уӕвгӕйӕ ахӕм хъаруджын чи у, уыдонӕй мӕ стӕггаг куы уаид, уый мӕ фӕнды.|— Тогда я скажу тебе еще одно слово, — сказал Хамыц. — Захотелось мне взять жену из вашего рода. При малом росте мужественны люди вашего рода.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2262|— Хорз уаид — мах дӕр фӕнды, Нартимӕ хӕстӕджиуӕг куы кӕниккам, уый. Фӕлӕ хъуыддаг афтӕ у: мах стӕм кӕрзмаст, цыбырхъуыр, лыстӕг мыггаг — нӕ бӕрзӕнд у дыууӕ уыдисны, нӕ уӕрх та уымӕй къаддӕр. Тых ӕмӕ нӕ лӕджыхъӕдӕй ӕвзарын нӕ хъӕуы.|"— Это хорошо, — сказал маленький охотник. — Мы бы тоже охотно породнились с нартами. Но должен ты знать: мы вспыльчивы и нетерпеливы.
Всего две пяди наш рост, а в обхват и того меньше, но наша сила, наше мужество и другие наши достоинства в испытаниях не нуждаются."|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2263|Ис мын иу хо, ӕмӕ дын ӕй бӕргӕ раттиккам, фæлӕ сымах стут фидисгӕнаг; мах та фидисӕй рынчын кӕнӕм, уайдзӕфӕй — мӕлгӕ. Тӕрсын, йӕ бавӕрын дӕ бон куы нӕ бауа!|Есть у меня сестра, и мы бы выдали ее за тебя замуж, но вы, нарты, любите надо всем насмехаться, мы же от насмешек заболеваем, а от упреков умираем. Боюсь, что не сумеешь ты уберечь мою сестру.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2264|— Дӕтгӕ мын ӕй ракӕнут, йӕ бавӕрын — ме ‘вджид,— загъта Хӕмыц.|— Вы только выдайте ее за меня, а уберечь ее — это будет мое дело, — сказал Хамыц.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2265|— Хорз уӕдӕ,— сразы ис лӕппу, ӕмӕ йын ӕмгъуыд скодта, уӕд-иу нӕм фӕзын, зӕгъгӕ.|— Что ж, пусть будет по-твоему, — согласился маленький охотник и назначил Хамыцу срок явиться за невестой.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2266|— Уӕд уӕм цӕугӕ та кӕдӕм бакӕндзынӕн, кӕм цӕрут? — бафарста лӕппуйы Хӕмыц.|— А где же ваш дом? — спросил Хамыц.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2267|— Раст-иу мӕ фӕд-мӕ фӕд рацу: ӕз мӕ цирхъ фӕрсмӕ дардзынӕн ӕмӕ саугъӕды мидӕг хъӕууынджы хуызӕн кӕндзынӕн; быдырмӕ куы ахизон, уӕд та мӕ иу къах зӕххыл ласдзынӕн ӕмӕ ауӕдзгӕнгӕ цӕудзынӕн суанг мӕлдзыджыты губаччы онг. Гъеуым, зӕххы бын — нӕ хӕдзар.|— Иди за мной след-в след, — ответил маленький охотник.  — Обнажу я свой меч, вытяну его перед собой в сторону дома и буду им сквозь темный лес прокладывать дорогу, прямую, как улица.   А когда я выйду на равнину, то буду я ногой бороздить до муравьиной кучи — вот там-то под землей находится наш дом.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2268|Сӕ кӕрӕдзийӕн хӕрзбон загътой. Быцены фырт йӕ сырды мӕрдтӕ айста ӕмӕ йӕ хæдзармӕ фӕдгӕнгӕ араст и. Хӕмыц дӕр ссыди Нартмӕ ӕмӕ йӕ хъуыддаг радзырдта.|Пожелав друг другу хорошего дня, они распрощались. Взял сын Быцента на плечи свою ношу и, направился к своему. А Хамыц, вернувшись в нартское селение, рассказал о своей встрече.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2269|Ӕмгъуыды бон куы ‘рхӕццӕ ис, уӕд Хӕмыц Нарты хӕрзӕджыты рамбырд кодта, ӕмӕ араст сты Быцентӕм чындзхӕссӕг.|Когда наступил назначенный срок, собрал Хамыц лучших из нартов и вместе с ними поехал к Быцента за своей невестой.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2270|Быцены фыртӕн хӕрзбон цы ран загъта Хӕмыц, уырдӕм ӕрбацыдысты. Уырдыгӕй хъӕды цагъдыл ацыдысты; быдырмӕ куы рахӕццӕ сты, уӕд та, — лӕппу куыд загъта, афтӕ,— ауӕдзыл бафтыдысты.|Добрались они до того места, где прощался Хамыц с сыном Быцента.  Как и обещал мальчик, прямая широкая дорога пересекала дремучий лес, а на равнине, увидели они борозду.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2271|Ауӕдзыл цӕуынтӕ байдыдтой ӕмӕ мӕлдзыджыты губакмӕ бахӕццӕ сты ӕмӕ уым ӕрлӕууыдысты.|Долго по ней нарты ехали и до муравьиной кучи доехали.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2272|Сӕ бӕхтӕй куыд ӕрхызтысты, афтӕ сӕм Быценты фæсивӕд мӕлдзыджыты губаччы бынӕй сгӕппытӕ кодтой, сӕ нымӕттӕ, сӕ гӕрзтӕ сын айстой ӕмӕ сӕ зӕххы бынмӕ ныххастой; уыйфӕстӕ сын дуар сыгом кодтой ӕмӕ сын сӕ бӕхтӕ дӕр ӕмӕ сӕхи дӕр уырдӕм ныккодтой.|Слезли тут нарты с коней, и сразу же выскочили из-под кучи юноши из рода Быцента. Они приняли у нартов их доспехи, оружие, бурки и унесли под землю, а потом раскрыли дверь, ведущую в подземелье, и повели вниз нартов и нартских коней.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2273|Хӕрд ӕмӕ нозт куыннӕ сцӕттӕ кодтаиккой ӕмӕ сӕ уазджытыл куыннӕ бацин кодтаиккой Быцентӕ!|Хорошо подготовились Быцента к приему нартских гостей! Приветливо встретили они нартов и богато их угостили.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2274|"Сослан къухылхӕцӕг уыди, ӕмӕ иу афон бар ракуырдта, мӕ хойы фенон, зӕгъгӕ. Рацыдис уатмӕ. Уым амӕй ай рӕсугъддӕр чызджытӕ рӕнхъ лӕууынц. Арфӕ сын ракодта Сослан, стӕй фӕрсы:
— Адонӕй мӕ хо кӕцы у?"|"Сослан был дружкой жениха, и вот наступило время, когда можно было попросить, чтобы показали ему люди Быцента новую сестру его — невесту Хамыца. Входит он в соседнюю комнату. Там в ряд стоят девушки, одна прекраснее другой. Поблагодарил их Сослан и спросил:
— Скажите, кому из вас предназначено стать сестрой моей?"|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2275|— Адонӕй ничи у, — зӕгъгӕ, загътой Сосланӕн,— дӕ хо уартӕ хуысгӕ кӕны.|"— Нет среди нас сестры твоей, — ответили девушки Сослану.
— Вон там в постели лежит твоя сестра."|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2276|— Хъазгӕ ма кӕнут, — дзуры сӕм Сослан, — фӕлӕ дзы мӕ чындз чи у ацы чызджытӕй, уый мын зӕгъут.|— Вы шутите со мной, а мне без шуток нужно узнать, которая из вас станет нашей невесткой, — опять сказал Сослан.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2277|— Мӕнӕ дӕ чындз, — зӕгъгӕ, — ӕмӕ йӕм гобӕтты ‘хсӕнӕй хӕфс фелвӕстой.|— Вот ваша невестка, — сказали ему и из под матрацев вытащили Сослану лягушку.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2278|Исдугмӕ хъазын ӕнхъӕл уыд Сослан, фӕлӕ йӕ куы баууӕндын кодтой, сӕ чындзыл ӕцӕг хӕфсы цъар ис, зӕгъгӕ, ууыл, уӕд ӕддӕмӕ рауади ӕмӕ йе ‘мбӕлттӕм хъӕрӕй дзуры:|Не поверил Сослан. По-прежнему думал он, что с ним шутят. Но когда рассказали ему Быцента, что под лягушечьей шкурой скрыта девушка, предназначенная в невесты Хамыцу, рассердился Сослан. Выбежал он из комнаты невесты и крикнул нартам:|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2279|— Хӕмыц нырмӕ дӕр ӕнӕ усӕй уымӕн баззади, ӕмӕ хынджылӕггаг уыди; ныр Нарты хӕрзӕджыты дӕр фӕхудинаг кодта.|—Хамыц до сих пор никак не женился потому, что всегда он был предметом насмешек. И сейчас он всех нас опозорил.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2280|Алчи уӕ йӕ бӕхыл сбадӕд, ӕмӕ цом нӕ хӕдзӕрттӕм!|Сядем скорей на наших коней и вернемся домой!|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2281|Нарты чындзхӕсджытӕ сӕхимӕ араст сты. Хӕмыц баззад се ‘ппӕты фӕстӕ. Быцентӕ бавдӕлдысты ӕмӕ йын йӕ саргъы къуыдырӕй ӕфтаугӕты ӕхсӕн цӕвӕрдтой уыцы хӕфсы, ӕмӕ афтӕмӕй ӕнкъардӕй рараст кодта Хӕмыц дӕр сӕхимӕ.|"И по слову Сослана нартские дружки вскочили на своих коней и поехали прочь. Хамыц последним покинул дом Быцента. Невесту его в лягушачьей шкуре посадили Быцента под высокую луку Хамыцева седла.
Печальный направился Хамыц домой."|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2282|Ӕрхӕццӕ ис. Йӕ бӕх бафснайдта, йӕ саргъ сӕргуыбыр ӕмӕ уӕнтӕхъилӕй агъуыстмӕ бахаста, къуыммӕ йӕ баппӕрста ӕмӕ мӕстӕлгъӕдӕй йӕ сынтӕджы бафӕлдӕхт.|Приехал. Поставил он коня своего в конюшню, с опущенной головой и поднятыми плечами занес седло в помещение, бросил в угол и в горе повалился на постель.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2283|Куы бафынӕй ис Хӕмыц, уӕд хӕфс саргъӕй ралӕсти ӕмӕ фестадис чызг — арвы рухс, зӕххы фидауц, ахӕм чызг; йӕ дзыккутӕ йӕ уӕхсчытыл ӕрпырх сты ӕмӕ фадхъултӕм хӕццӕ кодтой; сӕ рухсӕй агъуыст ныррухс и, цыма йӕ цары хур февзӕрди, уыйау.|"Когда заснул Хамыц, вылезла из-под седла лягушка и вдруг обернулась девушкой.
— свет неба и краса земли встретились на лице ее. Веселым солнцем озарена комната — то рассыпались по плечам ее волосы, одели ее всю до пят, и, как солнце, светят они."|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2284|"Хӕмыц фехъал ис ӕмӕ дзуры чызгмӕ:
— Цы зӕд, цы дуаг дӕ?"|"Проснулся Хамыц.
— Небесный ты дух или земной? — спросил ее."|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2285|— Зӕд дӕр нӕ дӕн ӕмӕ дуаг дӕр, фӕлӕ дӕн, Быцентӕй цы чызджы ракуырдтай, уый. Бон мын хӕфсы цъарӕй ралӕсӕн нӕй, ӕхсӕв та хӕфсы цъары фӕлӕууӕн!|— Я не дух небесный и не дух земной. Я девушка из рода Быцента. Я та, на которой ты женился. Но судьба мне такая, что днем мне нельзя вылезти из лягушачьей шкурки, а ночью  — оставаться в ней.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2286|— Уӕдӕ ӕрхуысс дӕ хуыссӕны.|— Если так, — сказал Хамыц, — то вот постель твоя.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2287|— Ӕз хуысгӕ нӕ ныккӕндзынӕн,— дзуры чызг,— фӕлӕ-ма равдис, дӕ лӕппуйӕ дӕ зӕронды бонмӕ усгуры дзаумайӕ цы барӕвдз кодтай ӕмӕ дӕм цы ис, уый.|— Некогда мне, и не лягу я сегодня, — ответила девушка. — Лучше покажи мне все те ткани, всю одежду и обувь, которая припасена у тебя с юных лет.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2288|Хӕмыц йӕ хуыссӕнӕй фестад ӕмӕ йӕ чырыны дуар байгом кодта.|Встал тут Хамыц с кровати, открыл свой большой сундук.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2289|Куыннӕ разындаид Хӕмыцы чырыны хъуымацы дзӕбӕх ӕмӕ тыны дзӕбӕх, йӕ лӕппуйы бонтӕй фӕстӕмӕ цы фембырд кодта, уыдон.|Немало шелка, сукна и других богатых тканей с юношеских дней и до дня женитьбы накопил Хамыц.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2290|Чызг хӕсгард райста ӕмӕ кӕрдынмӕ февнӕлдта ӕмӕ ӕхсӕвӕй бонмӕ, сӕдӕ лӕгӕн къахӕй къухмӕ цыдӕриддӕр хъӕуы фӕлыстӕй, уый кӕрдгӕ дӕр ӕмӕ хуыйгӕ дӕр бакодта.|"Взяла тут ножницы девушка из рода Быцента и стала кроить.
Умело и быстро кроила и шила она.
И все, что требовалось, чтобы одеть с головы до ног сто мужчин, все это скроила и сшила она за одну ночь до утра."|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2291|Дыккаг ӕхсӕв дӕр та афтӕ. Дыууӕ сӕдӕ лӕджы фӕлыст куы сцӕттӕ кодта, уӕд зӕгъы Хӕмыцӕн:|"Настала вторая ночь, и молодая жена Хамыца снова занялась тем же.
И когда приготовила она одежду и обувь, чтобы одеть двести мужчин, сказала она Хамыцу:"|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2292|— Ныр бавдӕл ӕмӕ сӕ Нартӕн байуар, сӕ хуыздӕртӕ — чи куыд мӕгуырдӕр у-— афтӕмӕй; нал уыдзӕн, зӕгъгӕ, уымӕй ма тӕрс: ӕз цӕмӕ бавналон, уымӕн сӕвидийӕн нӕй!|— А теперь сделай так: возьми все эти одежды и раздай нартам. Кто беднее, тому отдавай лучшее. И не бойся, что мы обеднеем от этого. Никогда не иссякнет и не растратится то, к чему прикоснулась я.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2293|Куыд ын загъта чызг, афтӕ бакодта Хӕмыц.|Сделал Хамыц так, как сказала ему жена,|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2294|Ӕмӕ дис кодтой Нарт, Хӕмыцӕн уыцы дарӕс кӕм уыди, зӕгъгӕ.|и долго удивлялись нарты, откуда столько одежды и обуви у Хамыца.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2295|||ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2296|уӕргътӕ-уæргътæй|целыми связками|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2297|хъуаз|лань|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2298|ныццарауын|разнестись (об эхе)|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2299|гӕрзытӕ|ремни|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2300|сахсӕнтӕ|путы для лошади|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2301|нысангӕрзтӕ|кожаные ремни на память|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2302|ӕрдзӕ|тысяча|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2303|цыбырхъуыр|здесь: небогаты|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2304|фидисгӕнаг|любящие попрекать, порицать|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2305|уайдзӕф|упрек, выговор|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2306|æвджид|под присмотром, на попечении|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2307|ӕмгъуыд|срок|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2308|ауӕдз кӕнын|проводить борозду, межу|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2309|исдуг|некоторое время|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2310|Нарты кадджытæ\\ Составители: В.Абаев, Н.Багаев, И.Джанаев, Б.Боциев, Т.Епхиев. Литературный редактор И.Джанаев. Владикавказ: «Алания». 1995. С.163-167|Осетинские нартские сказания.\\ Составители: В.Абаев, Н.Багаев, И.Джанаев, Б.Боциев, Т.Епхиев. Перевод с осетинского Ю.Либединского. Москва-Владикавказ. 2001. С.227-235.|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА|ХӔМЫЦ_УС_КУЫД_РАКУЫРДТА.mp3
2311|5.2. БАТРАДЗЫ РАЙГУЫРД|"РОЖДЕНИЕ БАТРАДЗА
краткое содержание"|БАТРАДЗЫ_РАЙГУЫРД|БАТРАДЗЫ_РАЙГУЫРД.mp3
2312|Хӕмыц йӕ усимӕ цӕрынтӕ райдыдта, бон-иу хӕфсы цъары бадти ус, ӕхсӕв та-иу рахызти, афтӕмӕй.|Стали жить –поживать Хамыц его молодая жена. Днем она сидела в лягушачье шкурке, а ночью вылезала из нее.|БАТРАДЗЫ_РАЙГУЫРД|БАТРАДЗЫ_РАЙГУЫРД.mp3
2313|Ӕрхъӕцмӕ нӕ хъӕцыд Хӕмыц йӕ усыл, ӕмӕ кӕдӕм цыдаид, уырдӕм-иу ӕй йемӕ хаста.|Куда бы ни шел, всюду брал ее с собой.|БАТРАДЗЫ_РАЙГУЫРД|БАТРАДЗЫ_РАЙГУЫРД.mp3
2314|"Уӕд дын иуахӕмы Хӕмыц Нарты стыр Ныхасмӕ рараст ис ӕмӕ йӕ усмӕ дзуры:
— Быценон, абон дын Нарты стыр Ныхасмӕ ӕнӕ хӕсгӕ нӕй!"|"Однажды Хамыцу нужно было отправиться на Большой нихас, и сказал он жене своей:
— О, Быценон, сегодня мне надо идти на Большой нартский нихас, и я возьму тебя с собой."|БАТРАДЗЫ_РАЙГУЫРД|БАТРАДЗЫ_РАЙГУЫРД.mp3
2315|"Ус ын лӕгъстӕ кӕнын байдыдта:
— Ма мӕ ахӕсс, кӕннод дын мӕнӕй ницыуал пайда уыдзӕн."|— Не делай этого, — стала просить жена.  — Оставь меня дома.  Если ты возьмешь меня с собой, то потеряешь меня.|БАТРАДЗЫ_РАЙГУЫРД|БАТРАДЗЫ_РАЙГУЫРД.mp3
